year,state_abb,local police department,sheriffs office,total_population,other_pop,percent_sheriff_pop,percent_police_pop
1981,NE,1013874.0,590539.0,1604413.0,0.0,36.8,63.2
2000,GA,5037313.0,3022275.0,8205499.0,145911.0,36.8,61.4
1963,OK,1598685.0,931360.0,2530045.0,0.0,36.8,63.2
1973,NM,705887.0,410359.0,1116246.0,0.0,36.8,63.2
1968,WA,1697947.0,990005.0,2687952.0,0.0,36.8,63.2
1976,GA,3136102.0,1858765.0,5054136.0,59269.0,36.8,62.1
2007,GA,5908948.0,3522230.0,9603810.0,172632.0,36.7,61.5
1996,MO,3442632.0,1998280.0,5440912.0,0.0,36.7,63.3
2009,IA,1920312.0,1113288.0,3033600.0,0.0,36.7,63.3
1971,ME,649615.0,375732.0,1025347.0,0.0,36.6,63.4
1997,MO,3482670.0,2008554.0,5491224.0,0.0,36.6,63.4
1978,WI,2981780.0,1721927.0,4703707.0,0.0,36.6,63.4
1984,WI,3043251.0,1754586.0,4797837.0,0.0,36.6,63.4
1986,NE,1071520.0,619317.0,1690837.0,0.0,36.6,63.4
2009,GA,6106020.0,3604848.0,9886620.0,175752.0,36.5,61.8
1985,WI,3051276.0,1755617.0,4806893.0,0.0,36.5,63.5
2009,WY,350451.0,200836.0,551287.0,0.0,36.4,63.6
1986,WI,3061824.0,1755282.0,4817106.0,0.0,36.4,63.6
1982,WI,3051814.0,1747594.0,4799408.0,0.0,36.4,63.6
1969,MO,3022367.0,1727662.0,4750029.0,0.0,36.4,63.6
2008,GA,6024909.0,3543170.0,9742376.0,174297.0,36.4,61.8
1983,WI,3042877.0,1739808.0,4782685.0,0.0,36.4,63.6
1981,WI,3033347.0,1736566.0,4769913.0,0.0,36.4,63.6
1988,MO,3315554.0,1895322.0,5210876.0,0.0,36.4,63.6
1987,WI,3079299.0,1760939.0,4840238.0,0.0,36.4,63.6
1963,MO,2802515.0,1604148.0,4406663.0,0.0,36.4,63.6
1989,MO,3325168.0,1903684.0,5228852.0,0.0,36.4,63.6
1988,WI,3110292.0,1781330.0,4891622.0,0.0,36.4,63.6
2014,WA,4523527.0,2582556.0,7106083.0,0.0,36.3,63.7
2013,ND,476278.0,270864.0,747142.0,0.0,36.3,63.7
1977,FL,5417460.0,3085247.0,8502707.0,0.0,36.3,63.7
2001,NM,1174923.0,666054.0,1840977.0,0.0,36.2,63.8
1962,CO,1233955.0,700667.0,1934622.0,0.0,36.2,63.8
1970,OK,1660926.0,941635.0,2602561.0,0.0,36.2,63.8
2021,ME,916340.0,519945.0,1436285.0,0.0,36.2,63.8
1987,MO,3299008.0,1875676.0,5174684.0,0.0,36.2,63.8
1980,WY,299141.0,169813.0,468954.0,0.0,36.2,63.8
1970,NM,634290.0,387232.0,1070960.0,49438.0,36.2,59.2
1970,MN,2447906.0,1387561.0,3835467.0,0.0,36.2,63.8
1965,CO,1296632.0,734957.0,2031589.0,0.0,36.2,63.8
2000,NM,1168439.0,662373.0,1830812.0,0.0,36.2,63.8
2003,NM,1206940.0,685670.0,1892610.0,0.0,36.2,63.8
2015,WA,4601304.0,2615384.0,7216688.0,0.0,36.2,63.8
2011,IA,1973208.0,1115483.0,3088691.0,0.0,36.1,63.9
1972,NM,669026.0,405924.0,1124058.0,49108.0,36.1,59.5
2004,NM,1229271.0,693126.0,1922397.0,0.0,36.1,63.9
2002,NM,1192207.0,674709.0,1866916.0,0.0,36.1,63.9
1966,WY,216125.0,121985.0,338110.0,0.0,36.1,63.9
1979,WI,3031373.0,1712782.0,4744155.0,0.0,36.1,63.9
1969,KS,1492831.0,841546.0,2334377.0,0.0,36.1,63.9
2010,IA,1962828.0,1109773.0,3072601.0,0.0,36.1,63.9
2005,WY,329551.0,185543.0,515094.0,0.0,36.0,64.0
1984,NE,1086789.0,611614.0,1698403.0,0.0,36.0,64.0
2016,WA,4692626.0,2636240.0,7328866.0,0.0,36.0,64.0
1985,MO,3265705.0,1836120.0,5101825.0,0.0,36.0,64.0
2006,WY,333266.0,187807.0,521073.0,0.0,36.0,64.0
1993,MO,3398245.0,1910222.0,5308467.0,0.0,36.0,64.0
2020,WY,379175.0,213192.0,592367.0,0.0,36.0,64.0
1994,MO,3430242.0,1927771.0,5358013.0,0.0,36.0,64.0
1989,WI,3130708.0,1764836.0,4895544.0,0.0,36.0,64.0
2022,WY,379323.0,212953.0,592276.0,0.0,36.0,64.0
1977,WI,2990341.0,1685366.0,4675707.0,0.0,36.0,64.0
2022,WA,4997730.0,2802539.0,7800269.0,0.0,35.9,64.1
1990,MO,3321776.0,1862087.0,5183863.0,0.0,35.9,64.1
2012,ND,464267.0,260096.0,724363.0,0.0,35.9,64.1
2004,WY,328423.0,183831.0,512254.0,0.0,35.9,64.1
1986,MO,3292857.0,1843864.0,5136721.0,0.0,35.9,64.1
2003,WY,324692.0,182187.0,506879.0,0.0,35.9,64.1
2012,WY,375027.0,209149.0,584176.0,0.0,35.8,64.2
1991,MO,3354497.0,1874458.0,5228955.0,0.0,35.8,64.2
1993,GA,4371965.0,2496831.0,6971848.0,103052.0,35.8,62.7
1967,FL,3924301.0,2188286.0,6112587.0,0.0,35.8,64.2
1992,MO,3379525.0,1887261.0,5266786.0,0.0,35.8,64.2
2018,WA,4866020.0,2710790.0,7576810.0,0.0,35.8,64.2
2010,WY,366413.0,204060.0,570473.0,0.0,35.8,64.2
1980,MO,3195805.0,1783723.0,4979528.0,0.0,35.8,64.2
2011,WY,369358.0,205702.0,575060.0,0.0,35.8,64.2
1981,MO,3219828.0,1790145.0,5009973.0,0.0,35.7,64.3
1985,NE,1092984.0,606856.0,1699840.0,0.0,35.7,64.3
2001,WY,321185.0,178701.0,499886.0,0.0,35.7,64.3
1976,FL,5431769.0,3021234.0,8453003.0,0.0,35.7,64.3
2005,NM,1251519.0,696360.0,1947879.0,0.0,35.7,64.3
2017,WA,4790363.0,2656595.0,7446958.0,0.0,35.7,64.3
1992,GA,4276461.0,2427274.0,6804598.0,100863.0,35.7,62.8
1991,GA,4194472.0,2382168.0,6675591.0,98951.0,35.7,62.8
2010,NM,1326685.0,736198.0,2062883.0,0.0,35.7,64.3
2000,WY,320770.0,178468.0,499238.0,0.0,35.7,64.3
2002,WY,323971.0,180242.0,504213.0,0.0,35.7,64.3
2012,IA,1990738.0,1107374.0,3098112.0,0.0,35.7,64.3
2011,NM,1341531.0,744438.0,2085969.0,0.0,35.7,64.3
1979,FL,5734987.0,3189315.0,8924302.0,0.0,35.7,64.3
1984,MO,3268902.0,1812042.0,5080944.0,0.0,35.7,64.3
1982,MO,3241014.0,1793625.0,5034639.0,0.0,35.6,64.4
2019,WY,379324.0,209450.0,588774.0,0.0,35.6,64.4
2020,ME,907997.0,501564.0,1409561.0,0.0,35.6,64.4
1975,WI,2979707.0,1649648.0,4629355.0,0.0,35.6,64.4
2011,ND,453209.0,250604.0,703813.0,0.0,35.6,64.4
1974,WI,2955573.0,1631060.0,4586633.0,0.0,35.6,64.4
1970,VA,3003608.0,1662423.0,4666031.0,0.0,35.6,64.4
1976,WI,2982054.0,1649301.0,4631355.0,0.0,35.6,64.4
2013,WY,380380.0,210047.0,590427.0,0.0,35.6,64.4
2013,IA,2007413.0,1106109.0,3113522.0,0.0,35.5,64.5
2006,NM,1274120.0,699976.0,1974096.0,0.0,35.5,64.5
2009,NM,1300623.0,715992.0,2016615.0,0.0,35.5,64.5
2002,OR,2299239.0,1263215.0,3562454.0,0.0,35.5,64.5
1990,GA,4145234.0,2331215.0,6573238.0,96789.0,35.5,63.1
2017,ME,896999.0,493573.0,1390572.0,0.0,35.5,64.5
2010,ND,445695.0,245807.0,691502.0,0.0,35.5,64.5
1989,NE,1097044.0,603898.0,1700942.0,0.0,35.5,64.5
2021,WY,380974.0,208969.0,589943.0,0.0,35.4,64.6
2000,OR,2235804.0,1224379.0,3460183.0,0.0,35.4,64.6
2018,ME,900078.0,493177.0,1393255.0,0.0,35.4,64.6
2019,ME,903992.0,495142.0,1399134.0,0.0,35.4,64.6
1981,WY,317986.0,174014.0,492000.0,0.0,35.4,64.6
2018,WY,379747.0,208048.0,587795.0,0.0,35.4,64.6
1973,WI,2964011.0,1625681.0,4589692.0,0.0,35.4,64.6
1967,WI,2723035.0,1489167.0,4212202.0,0.0,35.4,64.6
1990,NE,1081177.0,590522.0,1671699.0,0.0,35.3,64.7
1993,NE,1100415.0,600883.0,1701298.0,0.0,35.3,64.7
1992,NE,1100053.0,600838.0,1700891.0,0.0,35.3,64.7
1983,MO,3260532.0,1782131.0,5042663.0,0.0,35.3,64.7
2001,OR,2271346.0,1240859.0,3512205.0,0.0,35.3,64.7
2016,ME,894349.0,488344.0,1382693.0,0.0,35.3,64.7
1991,NE,1091209.0,595940.0,1687149.0,0.0,35.3,64.7
2014,IA,2024861.0,1105334.0,3130195.0,0.0,35.3,64.7
1967,ME,642912.0,348485.0,991397.0,0.0,35.2,64.8
1994,NE,1111380.0,604988.0,1716368.0,0.0,35.2,64.8
1966,MN,2333679.0,1266244.0,3599923.0,0.0,35.2,64.8
1990,WI,3188102.0,1728107.0,4916209.0,0.0,35.2,64.8
2010,ME,887755.0,482922.0,1370677.0,0.0,35.2,64.8
2019,WA,4960494.0,2697474.0,7657968.0,0.0,35.2,64.8
2014,ME,892219.0,483922.0,1376141.0,0.0,35.2,64.8
1968,IA,1399252.0,761533.0,2160785.0,0.0,35.2,64.8
2020,WA,5010794.0,2727265.0,7738059.0,0.0,35.2,64.8
2022,ME,938869.0,510338.0,1449207.0,0.0,35.2,64.8
1969,CO,1401649.0,758842.0,2160491.0,0.0,35.1,64.9
2015,IA,2045319.0,1107183.0,3152502.0,0.0,35.1,64.9
1961,MI,5080448.0,2743932.0,7824380.0,0.0,35.1,64.9
2013,ME,892365.0,482122.0,1374487.0,0.0,35.1,64.9
2003,OR,2339320.0,1264930.0,3604250.0,0.0,35.1,64.9
2011,ME,889563.0,480938.0,1370501.0,0.0,35.1,64.9
2022,OR,2727087.0,1465692.0,4192779.0,0.0,35.0,65.0
1996,GA,4732894.0,2613737.0,7457929.0,111298.0,35.0,63.5
1994,GA,4517750.0,2488077.0,7110933.0,105106.0,35.0,63.5
1997,GA,4818562.0,2660947.0,7592819.0,113310.0,35.0,63.5
1975,FL,5439517.0,2930073.0,8369590.0,0.0,35.0,65.0
2021,WA,5037685.0,2715630.0,7753315.0,0.0,35.0,65.0
2012,ME,892290.0,480863.0,1373153.0,0.0,35.0,65.0
1963,MI,5281713.0,2849753.0,8131466.0,0.0,35.0,65.0
2015,ME,894400.0,481349.0,1375749.0,0.0,35.0,65.0
1970,KS,1473730.0,792236.0,2265966.0,0.0,35.0,65.0
2004,OR,2366426.0,1273231.0,3639657.0,0.0,35.0,65.0
2015,WY,387128.0,207796.0,594924.0,0.0,34.9,65.1
1969,VA,3068607.0,1642156.0,4710763.0,0.0,34.9,65.1
1971,NE,983060.0,525931.0,1508991.0,0.0,34.9,65.1
1981,GA,3585210.0,1955257.0,5600401.0,59934.0,34.9,64.0
2012,NM,1359247.0,729997.0,2089244.0,0.0,34.9,65.1
2014,MI,6776533.0,3627961.0,10404494.0,0.0,34.9,65.1
1971,WI,2923795.0,1557180.0,4480975.0,0.0,34.8,65.2
2007,NM,1296854.0,692504.0,1989358.0,0.0,34.8,65.2
2014,WY,385830.0,205959.0,591789.0,0.0,34.8,65.2
2016,IA,2063677.0,1099240.0,3162917.0,0.0,34.8,65.2
1971,VA,3093144.0,1644932.0,4738076.0,0.0,34.7,65.3
2005,OR,2409108.0,1280094.0,3689202.0,0.0,34.7,65.3
1972,VA,3126363.0,1661867.0,4788230.0,0.0,34.7,65.3
1999,NM,1146469.0,608215.0,1754684.0,0.0,34.7,65.3
2016,WY,387902.0,206289.0,594191.0,0.0,34.7,65.3
1980,GA,3487874.0,1885041.0,5431039.0,58124.0,34.7,64.2
1995,GA,4634630.0,2515780.0,7259408.0,108998.0,34.7,63.8
1991,WI,3251371.0,1728382.0,4979753.0,0.0,34.7,65.3
1982,GA,3644212.0,1965898.0,5670797.0,60687.0,34.7,64.3
2013,MI,6777924.0,3600638.0,10378562.0,0.0,34.7,65.3
1975,ME,691640.0,367360.0,1059000.0,0.0,34.7,65.3
1984,GA,3779499.0,2031333.0,5874774.0,63942.0,34.6,64.3
1986,GA,3948673.0,2127201.0,6149745.0,73871.0,34.6,64.2
1983,GA,3705436.0,1997197.0,5764320.0,61687.0,34.6,64.3
1966,WI,2739241.0,1450938.0,4190179.0,0.0,34.6,65.4
1987,GA,4021604.0,2165558.0,6269031.0,81869.0,34.5,64.2
2012,MI,6788352.0,3577683.0,10366035.0,0.0,34.5,65.5
1973,VA,3169542.0,1670977.0,4840519.0,0.0,34.5,65.5
2008,NM,1303879.0,685795.0,1989674.0,0.0,34.5,65.5
2013,NM,1370148.0,720826.0,2090974.0,0.0,34.5,65.5
1993,NM,1073149.0,565871.0,1639020.0,0.0,34.5,65.5
2021,OR,2755760.0,1449252.0,4205012.0,0.0,34.5,65.5
1977,WY,269178.0,141808.0,410986.0,0.0,34.5,65.5
1961,PA,7511663.0,3958277.0,11469940.0,0.0,34.5,65.5
1979,NE,1050487.0,552769.0,1603256.0,0.0,34.5,65.5
1994,NM,1098396.0,578044.0,1676440.0,0.0,34.5,65.5
1982,WY,328805.0,173195.0,502000.0,0.0,34.5,65.5
2009,ME,889961.0,468307.0,1358268.0,0.0,34.5,65.5
2014,NM,1361459.0,717232.0,2078691.0,0.0,34.5,65.5
1988,GA,4141588.0,2222804.0,6449325.0,84933.0,34.5,64.2
2006,OR,2455304.0,1295155.0,3750459.0,0.0,34.5,65.5
2011,MI,6789845.0,3569688.0,10359533.0,0.0,34.5,65.5
2017,IA,2080000.0,1090797.0,3170797.0,0.0,34.4,65.6
1996,NE,1144071.0,600849.0,1744920.0,0.0,34.4,65.6
2006,ME,893484.0,468987.0,1363020.0,549.0,34.4,65.6
1991,NM,1029796.0,539952.0,1569748.0,0.0,34.4,65.6
1972,WI,2968843.0,1556249.0,4525092.0,0.0,34.4,65.6
2014,ND,501115.0,262494.0,763609.0,0.0,34.4,65.6
1997,NE,1147543.0,602627.0,1750170.0,0.0,34.4,65.6
1990,NM,1007874.0,528483.0,1536357.0,0.0,34.4,65.6
1974,ME,687014.0,359986.0,1047000.0,0.0,34.4,65.6
1995,NE,1134415.0,595740.0,1730155.0,0.0,34.4,65.6
1992,NM,1051712.0,551496.0,1603208.0,0.0,34.4,65.6
2021,IA,2087403.0,1094104.0,3181507.0,0.0,34.4,65.6
1999,WY,317624.0,166703.0,484327.0,0.0,34.4,65.6
1989,GA,4164219.0,2231155.0,6484989.0,89615.0,34.4,64.2
1995,NM,1121183.0,587902.0,1709085.0,0.0,34.4,65.6
2005,ME,895171.0,469372.0,1365098.0,555.0,34.4,65.6
2007,OR,2493337.0,1304252.0,3797589.0,0.0,34.3,65.7
1972,OK,1761798.0,918917.0,2680715.0,0.0,34.3,65.7
2015,NM,1364712.0,713460.0,2078172.0,0.0,34.3,65.7
1967,MN,2374739.0,1237806.0,3612545.0,0.0,34.3,65.7
2008,ME,891411.0,465039.0,1356450.0,0.0,34.3,65.7
1968,LA,1616109.0,843054.0,2459163.0,0.0,34.3,65.7
1998,NM,1150280.0,601640.0,1751920.0,0.0,34.3,65.7
1971,OK,1749318.0,907615.0,2656933.0,0.0,34.2,65.8
1996,NM,1143201.0,594280.0,1737481.0,0.0,34.2,65.8
2004,ME,894162.0,464951.0,1359674.0,561.0,34.2,65.8
2017,WY,386594.0,201352.0,587946.0,0.0,34.2,65.8
1966,CO,1343421.0,698610.0,2042031.0,0.0,34.2,65.8
2018,IA,2092928.0,1089881.0,3182809.0,0.0,34.2,65.8
2021,MI,6621789.0,3440334.0,10062123.0,0.0,34.2,65.8
2020,OR,2810567.0,1458650.0,4269217.0,0.0,34.2,65.8
1974,FL,5335073.0,2776779.0,8111852.0,0.0,34.2,65.8
1962,OH,6630834.0,3456454.0,10095942.0,8654.0,34.2,65.7
2007,ME,895395.0,463114.0,1359048.0,539.0,34.1,65.9
1983,WY,338737.0,175263.0,514000.0,0.0,34.1,65.9
2010,MI,6792372.0,3514690.0,10307062.0,0.0,34.1,65.9
1970,CO,1481255.0,765308.0,2246563.0,0.0,34.1,65.9
1987,NE,1110391.0,574162.0,1684553.0,0.0,34.1,65.9
1969,WI,2805488.0,1449013.0,4254501.0,0.0,34.1,65.9
2003,ME,886536.0,457245.0,1344343.0,562.0,34.0,65.9
1972,NE,1013267.0,520956.0,1534223.0,0.0,34.0,66.0
1961,OH,6397030.0,3299784.0,9704612.0,7798.0,34.0,65.9
1988,NE,1117060.0,574518.0,1691578.0,0.0,34.0,66.0
1965,NH,425224.0,218791.0,644015.0,0.0,34.0,66.0
1971,MN,2562582.0,1320220.0,3882802.0,0.0,34.0,66.0
1976,ME,707625.0,364581.0,1072206.0,0.0,34.0,66.0
1998,WY,320347.0,164994.0,485341.0,0.0,34.0,66.0
1969,OK,1726991.0,890404.0,2617395.0,0.0,34.0,66.0
1974,VA,3262110.0,1679722.0,4941832.0,0.0,34.0,66.0
1971,NM,659733.0,367585.0,1085624.0,58306.0,33.9,60.8
2000,ME,866117.0,444076.0,1310755.0,562.0,33.9,66.1
1992,WI,3325447.0,1703793.0,5029240.0,0.0,33.9,66.1
2008,OR,2541001.0,1300296.0,3841297.0,0.0,33.9,66.1
2022,MI,6647875.0,3402949.0,10050824.0,0.0,33.9,66.1
1979,MO,3266815.0,1676154.0,4942969.0,0.0,33.9,66.1
1985,NM,967531.0,495586.0,1463117.0,0.0,33.9,66.1
2001,ME,874105.0,448146.0,1322818.0,567.0,33.9,66.1
2002,ME,877743.0,450858.0,1329171.0,570.0,33.9,66.0
2018,NM,1380788.0,706552.0,2087340.0,0.0,33.8,66.2
1970,NH,488323.0,249358.0,737681.0,0.0,33.8,66.2
2022,IA,2105386.0,1076244.0,3181630.0,0.0,33.8,66.2
1981,NM,879571.0,449366.0,1328937.0,0.0,33.8,66.2
1962,NH,418171.0,213833.0,632004.0,0.0,33.8,66.2
1964,MI,5390477.0,2746437.0,8136914.0,0.0,33.8,66.2
1980,NM,858670.0,439023.0,1297693.0,0.0,33.8,66.2
1974,NM,743097.0,379761.0,1122858.0,0.0,33.8,66.2
1981,ME,755096.0,384841.0,1139937.0,0.0,33.8,66.2
2017,NM,1379299.0,701620.0,2080919.0,0.0,33.7,66.3
2019,IA,2111508.0,1071158.0,3182666.0,0.0,33.7,66.3
1992,WY,311405.0,158623.0,470028.0,0.0,33.7,66.3
1990,WY,303130.0,154011.0,457141.0,0.0,33.7,66.3
2020,IA,2117885.0,1077401.0,3195286.0,0.0,33.7,66.3
1972,KS,1510484.0,767687.0,2278171.0,0.0,33.7,66.3
1980,ME,749703.0,381869.0,1131572.0,0.0,33.7,66.3
1991,WY,307422.0,156558.0,463980.0,0.0,33.7,66.3
1983,VA,3684031.0,1868802.0,5552833.0,0.0,33.7,66.3
1962,MI,5295637.0,2696339.0,7991976.0,0.0,33.7,66.3
1967,WY,208678.0,105941.0,314619.0,0.0,33.7,66.3
2021,NM,1396017.0,708512.0,2104529.0,0.0,33.7,66.3
2009,OR,2574558.0,1306284.0,3880842.0,0.0,33.7,66.3
1964,OH,6689078.0,3410064.0,10108232.0,9090.0,33.7,66.2
2020,NM,1394108.0,704120.0,2098228.0,0.0,33.6,66.4
2018,OR,2874669.0,1454224.0,4328893.0,0.0,33.6,66.4
1980,VA,3502534.0,1789719.0,5327547.0,35294.0,33.6,65.7
1972,MN,2591772.0,1305423.0,3897195.0,0.0,33.5,66.5
1979,MN,2710698.0,1363223.0,4073921.0,0.0,33.5,66.5
1972,FL,4835397.0,2435023.0,7270420.0,0.0,33.5,66.5
1979,VA,3463677.0,1743583.0,5211399.0,4139.0,33.5,66.5
1993,WY,315275.0,158804.0,474079.0,0.0,33.5,66.5
2018,MI,6672767.0,3354685.0,10027452.0,0.0,33.5,66.5
1986,WY,338633.0,170743.0,509376.0,0.0,33.5,66.5
1967,MI,5729841.0,2882266.0,8612107.0,0.0,33.5,66.5
2016,NM,1380091.0,693844.0,2073935.0,0.0,33.5,66.5
2017,MI,6662784.0,3341890.0,10004674.0,0.0,33.4,66.6
1994,WY,319746.0,160374.0,480120.0,0.0,33.4,66.6
1984,WY,340096.0,170904.0,511000.0,0.0,33.4,66.6
2020,MI,6657171.0,3341386.0,9998557.0,0.0,33.4,66.6
1965,MI,5444590.0,2733412.0,8178002.0,0.0,33.4,66.6
1965,OH,6993723.0,3505542.0,10508910.0,9645.0,33.4,66.6
1984,NM,956381.0,480499.0,1436880.0,0.0,33.4,66.6
2007,MI,6958139.0,3493259.0,10451398.0,0.0,33.4,66.6
1997,ME,844069.0,423537.0,1268079.0,473.0,33.4,66.6
2019,NM,1391334.0,697447.0,2088781.0,0.0,33.4,66.6
1979,NM,828114.0,415965.0,1244079.0,0.0,33.4,66.6
1986,NM,993727.0,498909.0,1492636.0,0.0,33.4,66.6
1971,KS,1514582.0,760768.0,2275350.0,0.0,33.4,66.6
1985,WY,339924.0,170279.0,510203.0,0.0,33.4,66.6
2009,MI,6891598.0,3454141.0,10345739.0,0.0,33.4,66.6
1965,NM,690450.0,366734.0,1101542.0,44358.0,33.3,62.7
1964,NH,436531.0,217510.0,654041.0,0.0,33.3,66.7
1966,OH,7090519.0,3552085.0,10652577.0,9973.0,33.3,66.6
1978,WY,285088.0,142636.0,427724.0,0.0,33.3,66.7
1988,NM,1020625.0,508786.0,1529411.0,0.0,33.3,66.7
1999,ME,856009.0,427073.0,1283547.0,465.0,33.3,66.7
1970,OH,7121148.0,3563281.0,10690511.0,6082.0,33.3,66.6
2019,MI,6677850.0,3337177.0,10015027.0,0.0,33.3,66.7
1973,FL,5131905.0,2564699.0,7696604.0,0.0,33.3,66.7
1997,NM,1164639.0,579837.0,1744476.0,0.0,33.2,66.8
1978,VA,3447944.0,1714704.0,5166623.0,3975.0,33.2,66.7
1996,WY,324247.0,161212.0,485459.0,0.0,33.2,66.8
1995,WY,323564.0,160888.0,484452.0,0.0,33.2,66.8
1983,NM,938083.0,466562.0,1404645.0,0.0,33.2,66.8
2015,MI,6655096.0,3301934.0,9957030.0,0.0,33.2,66.8
1969,MN,2493371.0,1240818.0,3734189.0,0.0,33.2,66.8
2006,MI,6995087.0,3477840.0,10472927.0,0.0,33.2,66.8
2019,OR,2910076.0,1449575.0,4359651.0,0.0,33.2,66.8
1993,WI,3389015.0,1685822.0,5074837.0,0.0,33.2,66.8
2015,ND,522523.0,258562.0,781085.0,0.0,33.1,66.9
1982,NM,911251.0,451052.0,1362303.0,0.0,33.1,66.9
2016,MI,6662632.0,3299949.0,9962581.0,0.0,33.1,66.9
1997,WY,324085.0,160361.0,484446.0,0.0,33.1,66.9
1987,NM,1013395.0,500574.0,1513969.0,0.0,33.1,66.9
2008,MI,6940269.0,3436251.0,10376520.0,0.0,33.1,66.9
1998,WI,3547679.0,1753730.0,5301409.0,0.0,33.1,66.9
1989,NM,1035729.0,512542.0,1548271.0,0.0,33.1,66.9
1964,NM,662755.0,347753.0,1051606.0,41098.0,33.1,63.0
1980,MN,2726031.0,1346731.0,4072762.0,0.0,33.1,66.9
1977,VA,3446676.0,1703583.0,5150259.0,0.0,33.1,66.9
2011,OR,2632209.0,1301203.0,3933412.0,0.0,33.1,66.9
1996,ME,849684.0,418947.0,1269105.0,474.0,33.0,67.0
1971,OH,7275200.0,3584092.0,10865398.0,6106.0,33.0,67.0
1990,ME,828689.0,408919.0,1237608.0,0.0,33.0,67.0
1998,NE,1175174.0,579156.0,1754330.0,0.0,33.0,67.0
2010,OR,2604483.0,1284591.0,3889074.0,0.0,33.0,67.0
1981,VA,3600754.0,1792040.0,5428769.0,35975.0,33.0,66.3
1982,ME,767106.0,377449.0,1144555.0,0.0,33.0,67.0
2013,OR,2677133.0,1317654.0,3994787.0,0.0,33.0,67.0
2012,OR,2653144.0,1307870.0,3961014.0,0.0,33.0,67.0
1999,WI,3562278.0,1752231.0,5314509.0,0.0,33.0,67.0
2017,OR,2848810.0,1400268.0,4249078.0,0.0,33.0,67.0
1977,GA,3349707.0,1676780.0,5083587.0,57100.0,33.0,65.9
1984,ME,780153.0,383790.0,1163943.0,0.0,33.0,67.0
1995,ME,848311.0,418282.0,1267067.0,474.0,33.0,67.0
1991,ME,833466.0,411268.0,1244734.0,0.0,33.0,67.0
1986,ME,793879.0,390459.0,1184338.0,0.0,33.0,67.0
1982,VA,3644304.0,1813094.0,5493803.0,36405.0,33.0,66.3
2005,MI,7040368.0,3463163.0,10503531.0,0.0,33.0,67.0
1979,WY,301617.0,148383.0,450000.0,0.0,33.0,67.0
1979,GA,3383832.0,1698889.0,5145108.0,62387.0,33.0,65.8
1994,WI,3435300.0,1683855.0,5119155.0,0.0,32.9,67.1
1963,OH,6820369.0,3347406.0,10177465.0,9690.0,32.9,67.0
2007,WI,3814413.0,1872491.0,5686904.0,0.0,32.9,67.1
1987,ME,800904.0,392590.0,1193494.0,0.0,32.9,67.1
2015,OR,2746396.0,1347627.0,4094023.0,0.0,32.9,67.1
2016,OR,2798932.0,1373450.0,4172382.0,0.0,32.9,67.1
1985,ME,787150.0,386787.0,1173937.0,0.0,32.9,67.1
1996,WI,3510656.0,1721871.0,5232527.0,0.0,32.9,67.1
1988,WY,318616.0,156049.0,474665.0,0.0,32.9,67.1
1972,OH,7294825.0,3572539.0,10873446.0,6082.0,32.9,67.1
1971,FL,4740969.0,2311249.0,7052218.0,0.0,32.8,67.2
1998,ME,855545.0,418044.0,1274119.0,530.0,32.8,67.1
1978,NE,1063237.0,519698.0,1582935.0,0.0,32.8,67.2
1989,ME,828931.0,405368.0,1234299.0,0.0,32.8,67.2
2014,OR,2710628.0,1324153.0,4034781.0,0.0,32.8,67.2
2006,WI,3789027.0,1852777.0,5641804.0,0.0,32.8,67.2
1983,ME,775914.0,378144.0,1154058.0,0.0,32.8,67.2
1966,MI,5635296.0,2745261.0,8380557.0,0.0,32.8,67.2
2010,NE,1273424.0,617930.0,1891354.0,0.0,32.7,67.3
2005,WI,3785455.0,1835761.0,5621216.0,0.0,32.7,67.3
2022,NM,1413933.0,688115.0,2102048.0,0.0,32.7,67.3
1981,MN,2762372.0,1339236.0,4101608.0,0.0,32.7,67.3
2022,ND,541054.0,262859.0,803913.0,0.0,32.7,67.3
1997,WI,3524909.0,1715037.0,5239946.0,0.0,32.7,67.3
1985,MN,2829430.0,1377610.0,4207040.0,0.0,32.7,67.3
1973,NE,1047647.0,510099.0,1557746.0,0.0,32.7,67.3
1968,NE,638897.0,310240.0,949137.0,0.0,32.7,67.3
1987,WY,331562.0,161016.0,492578.0,0.0,32.7,67.3
2011,NE,1284784.0,623448.0,1908232.0,0.0,32.7,67.3
2012,NE,1296112.0,628170.0,1924282.0,0.0,32.6,67.4
1982,MN,2794131.0,1352994.0,4147125.0,0.0,32.6,67.4
1975,OH,7314003.0,3537558.0,10857704.0,6143.0,32.6,67.4
1999,NE,1188213.0,574084.0,1762297.0,0.0,32.6,67.4
1975,NM,773249.0,374607.0,1147856.0,0.0,32.6,67.4
1974,NE,1050695.0,508949.0,1559644.0,0.0,32.6,67.4
2004,WI,3771582.0,1821788.0,5593370.0,0.0,32.6,67.4
1973,MN,2630583.0,1272010.0,3902593.0,0.0,32.6,67.4
1983,MN,2803513.0,1354645.0,4158158.0,0.0,32.6,67.4
1973,OH,7298869.0,3515639.0,10820724.0,6216.0,32.5,67.5
1989,WY,323335.0,155391.0,478726.0,0.0,32.5,67.5
1976,KS,1560246.0,750968.0,2311214.0,0.0,32.5,67.5
1993,ME,853487.0,411072.0,1265033.0,474.0,32.5,67.5
1994,ME,854178.0,411398.0,1266050.0,474.0,32.5,67.5
